开单日期,单据编号,收银员,总金额,应收金额,会员卡号,收现金,银行卡,购物券,储值卡,一卡通,微信,抹零金额,仓库,班次,POS机,业务员,支付宝
2018-11-29 11:19:05,4201811290007                 ,周国刚,6.5,6.5,,0,0,0,0,6.5,0,0,南超,早班,pos4,,0
2018-11-29 12:27:19,4201811290009                 ,何明明,3.5,3.5,,0,0,0,0,3.5,0,0,南超,午班,pos4,,0
2018-11-29 18:24:42,5201811290970                 ,何明明,3.5,3.5,,0,0,0,0,3.5,0,0,南超,晚班,pos5,,0
2018-11-29 19:56:02,4201811290036                 ,何明明,4.6,4.6,,0,0,0,0,4.6,0,0,南超,晚班,pos4,,0
2018-11-29 20:12:36,5201811291107                 ,何明明,2.5,2.5,,0,0,0,0,2.5,0,0,南超,晚班,pos5,,0
2018-11-30 09:07:30,4201811300003                 ,何明明,8.5,8.5,,0,0,0,0,8.5,0,0,南超,早班,pos4,,0
2018-11-30 09:37:06,4201811300004                 ,何明明,12.9,12.9,,0,0,0,0,12.9,0,0,南超,早班,pos4,,0
2018-11-30 13:42:07,4201811300124                 ,何明明,2,2,,0,0,0,0,2,0,0,南超,午班,pos4,,0
2018-11-30 15:14:41,4201811300127                 ,何明明,8,8,,0,0,0,0,8,0,0,南超,午班,pos4,,0
2018-11-30 18:42:42,4201811300175                 ,何明明,5.4,5.4,,0,0,0,0,5.4,0,0,南超,晚班,pos4,,0
2018-11-30 19:51:00,4201811300190                 ,何明明,10.5,10.5,,0,0,0,0,10.5,0,0,南超,晚班,pos4,,0
2018-11-30 20:09:24,5201811301088                 ,何明明,7.5,7.5,,0,0,0,0,7.5,0,0,南超,晚班,pos5,,0
2018-11-30 21:02:10,4201811300192                 ,何明明,1.4,1.4,,0,0,0,0,1.4,0,0,南超,晚班,pos4,,0
2018-12-01 09:39:36,4201812010001                 ,曾嘉富,7.5,7.5,,0,0,0,0,7.5,0,0,南超,早班,pos4,,0
2018-12-01 17:18:44,5201812010551                 ,何明明,2.5,2.5,,0,0,0,0,2.5,0,0,南超,晚班,pos5,,0
2018-12-01 17:24:42,4201812010003                 ,蔡润炳,4.8,4.8,,0,0,0,0,4.8,0,0,南超,晚班,pos4,,0
2018-12-01 18:36:16,4201812010005                 ,蔡润炳,11,11,,0,0,0,0,11,0,0,南超,晚班,pos4,,0
2018-12-01 19:25:33,4201812010010                 ,蔡润炳,2.8,2.8,,0,0,0,0,2.8,0,0,南超,晚班,pos4,,0
2018-12-01 20:50:25,4201812010016                 ,蔡润炳,22.3,22.3,,0,0,0,0,22.3,0,0,南超,晚班,pos4,,0
2018-12-01 21:28:50,4201812010021                 ,蔡润炳,11.5,11.5,,0,0,0,0,11.5,0,0,南超,晚班,pos4,,0
2018-12-02 08:58:33,4201812020001                 ,李璟璇,13,13,,0,0,0,0,13,0,0,南超,早班,pos4,,0
2018-12-02 12:40:17,4201812020018                 ,李璟璇,114.2,114.2,,0,0,0,0,114.2,0,0,南超,早班,pos4,,0
2018-12-02 13:08:09,4201812020022                 ,李璟璇,5,5,,0,0,0,0,5,0,0,南超,早班,pos4,,0
2018-12-02 14:48:32,5201812020378                 ,何明明,2.5,2.5,,0,0,0,0,2.5,0,0,南超,午班,pos5,,0
2018-12-02 17:03:29,4201812020028                 ,李璟璇,7,7,,0,0,0,0,7,0,0,南超,晚班,pos4,,0
2018-12-02 17:41:53,4201812020029                 ,李璟璇,18.3,18.3,,0,0,0,0,18.3,0,0,南超,晚班,pos4,,0
2018-12-02 20:00:51,4201812020030                 ,李璟璇,4.6,4.6,,0,0,0,0,4.6,0,0,南超,晚班,pos4,,0
2018-12-03 08:15:41,4201812030004                 ,何明明,17.5,17.5,,0,0,0,0,17.5,0,0,南超,早班,pos4,,0
2018-12-03 12:40:02,4201812030017                 ,何明明,2.4,2.4,,0,0,0,0,2.4,0,0,南超,午班,pos4,,0
2018-12-03 13:32:34,5201812030459                 ,周国刚,5.6,5.6,,0,0,0,0,5.6,0,0,南超,午班,pos5,,0
2018-12-03 15:48:28,4201812030045                 ,何明明,2.8,2.8,,0,0,0,0,2.8,0,0,南超,午班,pos4,,0
2018-12-03 20:58:04,5201812031240                 ,王樱岚,2,2,,0,0,0,0,2,0,0,南超,晚班,pos5,,0
2018-12-04 11:05:31,4201812040001                 ,何明明,3.5,3.5,,0,0,0,0,3.5,0,0,南超,早班,pos4,,0
2018-12-04 12:31:35,5201812040299                 ,贺宝山,7,7,,0,0,0,0,7,0,0,南超,午班,pos5,,0
2018-12-04 18:02:34,4201812040009                 ,何明明,7.5,7.5,,0,0,0,0,7.5,0,0,南超,晚班,pos4,,0
2018-12-04 18:46:48,4201812040011                 ,何明明,4.5,4.5,,0,0,0,0,4.5,0,0,南超,晚班,pos4,,0
2018-12-04 19:53:27,4201812040013                 ,何明明,14.5,14.5,,0,0,0,0,14.5,0,0,南超,晚班,pos4,,0
2018-12-04 20:57:25,5201812041148                 ,蒋婷,5.5,5.5,,0,0,0,0,5.5,0,0,南超,晚班,pos5,,0
2018-12-05 07:28:19,5201812050002                 ,何明明,4.3,4.3,,0,0,0,0,4.3,0,0,南超,早班,pos5,,0
2018-12-05 09:39:45,5201812050107                 ,徐佳,3.2,3.2,,0,0,0,0,3.2,0,0,南超,早班,pos5,,0
2018-12-05 17:30:04,5201812050797                 ,李璟璇,6.4,6.4,,0,0,0,0,6.4,0,0,南超,晚班,pos5,,0
2018-12-06 11:13:55,4201812060001                 ,何明明,5.5,5.5,,0,0,0,0,5.5,0,0,南超,早班,pos4,,0
2018-12-06 12:53:53,4201812060005                 ,何明明,17.3,17.3,,0,0,0,0,17.3,0,0,南超,午班,pos4,,0
2018-12-06 16:09:49,4201812060008                 ,何明明,11.3,11.3,,0,0,0,0,11.3,0,0,南超,午班,pos4,,0
2018-12-07 10:11:59,4201812070009                 ,何明明,5.3,5.3,,0,0,0,0,5.3,0,0,南超,早班,pos4,,0
2018-12-08 09:05:15,4201812080001                 ,何明明,7,7,,0,0,0,0,7,0,0,南超,早班,pos4,,0
2018-12-08 11:56:28,4201812080002                 ,何明明,10,10,,0,0,0,0,10,0,0,南超,早班,pos4,,0
2018-12-08 13:04:52,4201812080006                 ,李璟璇,5,5,,0,0,0,0,5,0,0,南超,午班,pos4,,0
2018-12-08 17:14:51,4201812080011                 ,何明明,20.5,20.5,,0,0,0,0,20.5,0,0,南超,晚班,pos4,,0
2018-12-09 18:00:33,5201812090608                 ,何明明,3.4,3.4,,0,0,0,0,3.4,0,0,南超,晚班,pos5,,0
2018-12-09 21:00:30,4201812090018                 ,何明明,22,22,,0,0,0,0,22,0,0,南超,晚班,pos4,,0
2018-12-10 09:45:29,4201812100002                 ,武全,2,2,,0,0,0,0,2,0,0,南超,早班,pos4,,0
2018-12-10 15:19:49,4201812100007                 ,何明明,18.5,18.5,,0,0,0,0,18.5,0,0,南超,午班,pos4,,0
2018-12-10 20:50:55,4201812100035                 ,王樱岚,3.4,3.4,,0,0,0,0,3.4,0,0,南超,晚班,pos4,,0
2018-12-11 08:21:54,4201812110002                 ,何明明,6.6,6.6,,0,0,0,0,6.6,0,0,南超,早班,pos4,,0
2018-12-11 12:50:05,4201812110016                 ,何明明,1,1,,0,0,0,0,1,0,0,南超,午班,pos4,,0
2018-12-11 19:28:17,5201812111178                 ,蒋婷,9,9,,0,0,0,0,9,0,0,南超,晚班,pos5,,0
2018-12-12 08:59:20,4201812120005                 ,何明明,7,7,,0,0,0,0,7,0,0,南超,早班,pos4,,0
2018-12-12 12:33:33,4201812120010                 ,何明明,24.5,24.5,,0,0,0,0,24.5,0,0,南超,午班,pos4,,0
2018-12-12 13:14:16,4201812120015                 ,何明明,2.5,2.5,,0,0,0,0,2.5,0,0,南超,午班,pos4,,0
2018-12-12 17:27:39,4201812120021                 ,李璟璇,4.3,4.3,,0,0,0,0,4.3,0,0,南超,晚班,pos4,,0
2018-12-13 09:58:58,4201812130002                 ,何明明,1,1,,0,0,0,0,1,0,0,南超,早班,pos4,,0
2018-12-13 14:56:16,5201812130405                 ,何明明,10,10,,0,0,0,0,10,0,0,南超,午班,pos5,,0
2018-12-13 17:27:04,5201812130711                 ,何明明,2.7,2.7,,0,0,0,0,2.7,0,0,南超,午班,pos5,,0
2018-12-14 10:18:05,4201812140010                 ,何明明,3.5,3.5,,0,0,0,0,3.5,0,0,南超,早班,pos4,,0
2018-12-14 14:52:26,4201812140049                 ,何明明,14.6,14.6,,0,0,0,0,14.6,0,0,南超,午班,pos4,,0
2018-12-14 16:34:02,5201812140687                 ,何明明,8.5,8.5,,0,0,0,0,8.5,0,0,南超,午班,pos5,,0
2018-12-15 08:56:14,4201812150001                 ,武全,7,7,,0,0,0,0,7,0,0,南超,早班,pos4,,0
2018-12-15 11:36:04,4201812150006                 ,武全,3,3,,0,0,0,0,3,0,0,南超,早班,pos4,,0
2018-12-15 14:03:11,4201812150009                 ,武全,64.8,64.8,,0,0,0,0,64.8,0,0,南超,午班,pos4,,0
2018-12-15 15:00:27,4201812150012                 ,武全,13.2,13.2,,0,0,0,0,13.2,0,0,南超,午班,pos4,,0
2018-12-15 17:58:18,4201812150038                 ,李璟璇,2,2,,0,0,0,0,2,0,0,南超,晚班,pos4,,0
2018-12-16 13:02:39,4201812160002                 ,李璟璇,22,22,,0,0,0,0,22,0,0,南超,午班,pos4,,0
2018-12-16 15:15:42,4201812160003                 ,李璟璇,5.4,5.4,,0,0,0,0,5.4,0,0,南超,午班,pos4,,0
2018-12-16 18:18:04,4201812160008                 ,何明明,4.3,4.3,,0,0,0,0,4.3,0,0,南超,晚班,pos4,,0
2018-12-16 19:16:05,4201812160009                 ,何明明,6.2,6.2,,0,0,0,0,6.2,0,0,南超,晚班,pos4,,0
2018-12-16 19:54:16,4201812160011                 ,何明明,5,5,,0,0,0,0,5,0,0,南超,晚班,pos4,,0
2018-12-17 07:20:36,4201812170001                 ,武全,7.3,7.3,,0,0,0,0,7.3,0,0,南超,早班,pos4,,0
2018-12-17 10:21:45,4201812170003                 ,武全,1.8,1.8,,0,0,0,0,1.8,0,0,南超,早班,pos4,,0
2018-12-17 11:55:15,5201812170271                 ,武全,2.8,2.8,,0,0,0,0,2.8,0,0,南超,早班,pos5,,0
2018-12-17 15:15:48,4201812170011                 ,武全,0.6,0.6,,0,0,0,0,0.6,0,0,南超,午班,pos4,,0
2018-12-17 21:06:20,4201812170037                 ,王樱岚,13.9,13.9,,0,0,0,0,13.9,0,0,南超,晚班,pos4,,0
2018-12-18 12:26:34,4201812180002                 ,何明明,1.7,1.7,,0,0,0,0,1.7,0,0,南超,午班,pos4,,0
2018-12-18 15:09:59,4201812180005                 ,何明明,14,14,,0,0,0,0,14,0,0,南超,午班,pos4,,0
2018-12-18 15:53:48,4201812180006                 ,何明明,5.4,5.4,,0,0,0,0,5.4,0,0,南超,午班,pos4,,0
2018-12-18 20:10:37,4201812180008                 ,何明明,19.2,19.2,,0,0,0,0,19.2,0,0,南超,晚班,pos4,,0
2018-12-19 07:50:20,5201812190023                 ,何明明,10,10,,0,0,0,0,10,0,0,南超,早班,pos5,,0
2018-12-19 12:07:16,5201812190306                 ,周国刚,4,4,,0,0,0,0,4,0,0,南超,早班,pos5,,0
2018-12-19 19:07:14,4201812190009                 ,李璟璇,14,14,,0,0,0,0,14,0,0,南超,晚班,pos4,,0
2018-12-20 10:00:42,5201812200158                 ,何明明,5.7,5.7,,0,0,0,0,5.7,0,0,南超,早班,pos5,,0
2018-12-20 12:22:16,5201812200303                 ,何明明,2.5,2.5,,0,0,0,0,2.5,0,0,南超,早班,pos5,,0
2018-12-20 20:51:54,4201812200011                 ,何明明,4.6,4.6,,0,0,0,0,4.6,0,0,南超,晚班,pos4,,0
2018-12-21 07:19:17,4201812210001                 ,何明明,2.3,2.3,,0,0,0,0,2.3,0,0,南超,早班,pos4,,0
2018-12-21 08:51:14,4201812210002                 ,何明明,10.4,10.4,,0,0,0,0,10.4,0,0,南超,早班,pos4,,0
2018-12-21 12:50:47,5201812210370                 ,何明明,2.8,2.8,,0,0,0,0,2.8,0,0,南超,午班,pos5,,0
2018-12-21 14:09:31,4201812210048                 ,何明明,27.2,27.2,,0,0,0,0,27.2,0,0,南超,午班,pos4,,0
2018-12-21 15:24:20,4201812210061                 ,何明明,9.8,9.8,,0,0,0,0,9.8,0,0,南超,午班,pos4,,0
